8009_3#10 8009_3#4 8009_3#1 8009_3#11 8009_3#12 8009_3#2 8009_3#13 8009_3#3 8009_3#6 8009_3#9 8009_3#5 8009_3#8 8009_3#7
BPAG_0000184501-mRNA-1 312 171 379 231 1248 1073 221 216 599 292 928 427 442
BPAG_0000184601-mRNA-1 715 269 566 601 2938 1450 530 346 605 387 10663 4576 599
BPAG_0000184701-mRNA-1 980 316 876 1101 2002 808 1155 576 1372 1203 3777 2515 965
BPAG_0000184801-mRNA-1 55 20 33 50 1118 781 116 59 160 118 106 151 52
BPAG_0000184901-mRNA-1 56 21 134 97 95 50 76 35 151 82 108 72 40
BPAG_0000185001-mRNA-1 1264 920 1874 1141 1269 1000 752 834 1308 579 1714 877 1367
BPAG_0000185101-mRNA-1 116 261 707 130 214 465 162 399 912 162 894 270 360
BPAG_0000185201-mRNA-1 523 168 457 462 494 246 367 236 409 217 781 701 406
BPAG_0000185301-mRNA-1 162 72 117 73 32 25 23 26 110 64 26 11 1
BPAG_0000185501-mRNA-1 135 119 108 108 118 108 68 39 35 26 25 20 20
BPAG_0000185601-mRNA-1 1689 1283 1983 1239 1350 1116 965 1060 2577 1173 2933 1328 1558
BPAG_0000185701-mRNA-1 40 16 19 26 24 14 41 26 80 31 130 111 491
BPAG_0000185801-mRNA-1 556 258 476 338 473 284 327 286 1096 745 709 425 496
BPAG_0000185901-mRNA-1 117 78 164 129 126 114 113 107 343 156 282 123 231
BPAG_0000186001-mRNA-1 563 267 631 598 872 426 563 403 951 636 854 609 455
BPAG_0000186101-mRNA-1 602 299 707 475 539 298 466 354 1212 754 1349 770 662
BPAG_0000186201-mRNA-1 275 154 353 214 471 488 208 178 290 162 883 309 376
BPAG_0000186301-mRNA-1 27 7 13 11 2 10 3 2 112 60 23 23 35
BPAG_0000186401-mRNA-1 160 97 144 101 133 102 189 157 323 87 441 173 59
BPAG_0000186601-mRNA-1 3 12 15 9 16 1 4 2 43 23 480 479 6
BPAG_0000186701-mRNA-1 3004 6445 11633 3184 5650 8822 3579 8654 7625 1814 4682 947 2444
BPAG_0000186801-mRNA-1 151 49 255 271 336 169 317 222 787 427 939 577 106
BPAG_0000186901-mRNA-1 2081 941 1479 1443 1757 846 1376 885 1612 1215 1267 635 825
BPAG_0000187001-mRNA-1 21 7 95 72 59 29 26 18 16 9 100 88 5
BPAG_0000187101-mRNA-1 7414 6410 5533 4085 5465 3980 2586 2369 5385 2502 3167 1572 2505
BPAG_0000187201-mRNA-1 1490 668 1932 1600 2156 980 1506 1078 2459 1513 2471 1655 1773
BPAG_0000187301-mRNA-1 37 20 7 20 9 1 3 5 80 71 19 18 15
BPAG_0000187401-mRNA-1 479 194 1065 923 1127 556 1067 654 3722 2089 2511 1124 840
BPAG_0000187501-mRNA-1 2470 1625 3278 1586 1980 1768 1334 1514 2846 999 5426 3009 3764
BPAG_0000187601-mRNA-1 2365 1224 1947 1445 3349 2874 1981 1695 2825 1417 827 275 349
BPAG_0000187801-mRNA-1 126 44 58 58 113 46 35 24 24 18 524 357 11
BPAG_0000187901-mRNA-1 24 11 5 13 4 5 3 2 664 483 7 7 1
BPAG_0000188001-mRNA-1 93 30 60 61 66 39 22 14 35 34 58 96 45
BPAG_0000188101-mRNA-1 479 256 535 417 439 262 362 303 1430 948 909 462 1020
BPAG_0000188201-mRNA-1 188 175 419 179 276 324 197 241 671 319 1163 490 484
BPAG_0000188301-mRNA-1 1974 1419 2825 1771 2106 1444 1813 1553 1892 1007 2420 1482 1638
BPAG_0000188401-mRNA-1 498 193 323 407 481 225 392 214 690 574 512 367 325
BPAG_0000188501-mRNA-1 507 220 559 561 637 244 628 319 865 649 964 671 373
BPAG_0000188701-mRNA-1 176 100 77 56 503 242 111 58 79 43 116 83 48
BPAG_0000188801-mRNA-1 852 262 229 271 1395 570 384 213 168 115 553 479 194
BPAG_0000188901-mRNA-1 395 164 722 662 1337 598 566 368 2077 1488 2565 1630 1060
BPAG_0000189001-mRNA-1 317 197 449 420 805 413 394 292 764 539 1036 720 655
BPAG_0000189101-mRNA-1 3061 1351 1735 2499 3189 1434 1887 946 1765 1251 3132 1804 1765
BPAG_0000189201-mRNA-1 203 75 2192 1591 636 198 846 783 173 83 1279 1134 50
BPAG_0000189301-mRNA-1 0 1 3 1 2 0 3 1 397 218 386 237 1
BPAG_0000189401-mRNA-1 1290 467 339 256 330 248 55 59 51 19 397 277 83
BPAG_0000189501-mRNA-1 50 32 50 35 47 22 17 14 166 93 132 116 186
BPAG_0000189601-mRNA-1 839 379 643 782 631 305 554 350 958 631 898 598 691
BPAG_0000189701-mRNA-1 477 182 334 329 346 175 298 184 459 261 520 361 358
BPAG_0000189801-mRNA-1 153 161 222 123 155 165 114 141 707 365 442 170 254
BPAG_0000189901-mRNA-1 334 213 457 286 301 255 232 230 663 292 677 401 348
BPAG_0000190001-mRNA-1 28 9 32 35 44 11 25 10 52 30 119 119 60
BPAG_0000190101-mRNA-1 43 15 2 7 11 4 9 9 3 2 43 26 59
BPAG_0000190201-mRNA-1 2843 1221 3432 3817 3879 1676 3357 1970 4953 3354 6138 3951 5896
BPAG_0000190301-mRNA-1 633 181 146 148 192 84 89 68 86 69 52 39 76
BPAG_0000190401-mRNA-1 1060 482 1091 559 714 525 628 518 1101 526 1683 849 764
BPAG_0000190601-mRNA-1 4 65 187 14 14 117 8 137 39 4 36 14 38
BPAG_0000190801-mRNA-1 55 27 31 35 41 18 31 16 54 25 60 26 44
BPAG_0000190901-mRNA-1 177 75 184 168 232 124 227 91 281 147 266 162 77
BPAG_0000191001-mRNA-1 3044 3851 3510 1685 1593 1667 1319 1507 5925 2204 1846 648 1851
BPAG_0000191101-mRNA-1 117 77 52 38 36 37 19 10 36 17 15 5 42
BPAG_0000191201-mRNA-1 2759 1230 2098 978 1426 935 710 708 1436 828 2269 1335 482
BPAG_0000191301-mRNA-1 92 39 293 244 1532 662 206 160 935 533 4762 2613 386
BPAG_0000191401-mRNA-1 1541 693 2145 1650 2609 1389 1619 1200 2912 1772 2955 1503 1224
BPAG_0000191501-mRNA-1 831 340 660 716 786 373 588 401 1402 1052 1163 778 574
BPAG_0000191601-mRNA-1 578 223 363 462 460 222 289 164 388 258 451 328 379
BPAG_0000191701-mRNA-1 1540 783 1581 1133 1300 905 925 827 2053 1021 2246 1309 1512
BPAG_0000191801-mRNA-1 151 77 113 80 120 69 19 21 121 73 25 15 7
BPAG_0000191901-mRNA-1 0 0 0 0 9 1 12 7 361 259 69 40 2
BPAG_0000192001-mRNA-1 179 62 434 323 386 203 368 245 3280 1348 870 553 673
BPAG_0000192101-mRNA-1 888 316 1277 1290 1905 873 1468 950 2189 1408 1564 913 636
BPAG_0000192301-mRNA-1 149 90 497 277 250 233 405 458 2994 987 3070 1076 525
BPAG_0000192401-mRNA-1 19 12 14 22 17 19 30 31 38 16 47 48 27
BPAG_0000192501-mRNA-1 565 201 288 351 391 140 286 163 590 410 1053 585 522
BPAG_0000192601-mRNA-1 42 14 7 18 15 5 10 2 13 7 36 21 37
BPAG_0000192701-mRNA-1 741 472 970 786 939 589 706 541 2017 1094 1680 890 616
BPAG_0000192801-mRNA-1 1729 1144 1638 988 1301 1168 965 987 2571 1006 3523 1564 1874
BPAG_0000192901-mRNA-1 753 466 878 655 1169 575 792 574 2196 1418 2536 1505 440
BPAG_0000193001-mRNA-1 3027 1371 2555 2724 2597 1175 2463 1449 3836 2430 3118 1567 3015
BPAG_0000193101-mRNA-1 378 230 447 409 1652 759 566 364 961 588 520 391 128
BPAG_0000193201-mRNA-1 39 11 21 24 25 12 34 15 3 15 153 78 0
BPAG_0000193301-mRNA-1 713 396 734 554 706 436 532 405 4006 2957 1953 1353 736
BPAG_0000193401-mRNA-1 604 424 1103 636 731 584 599 571 1393 743 1533 692 787
BPAG_0000193501-mRNA-1 430 277 682 342 380 368 276 316 770 345 1120 579 519
BPAG_0000193701-mRNA-1 1100 2723 4703 785 900 2788 689 2321 5977 1088 8254 1366 3876
BPAG_0000193801-mRNA-1 115 30 53 65 82 31 123 51 209 147 98 58 13
BPAG_0000193901-mRNA-1 49 15 72 44 29 24 49 30 50 18 290 169 190
BPAG_0000194001-mRNA-1 17 6 31 19 23 8 3 11 20 27 91 64 74
BPAG_0000194101-mRNA-1 228 66 137 155 224 113 110 63 715 485 21 19 56
BPAG_0000194201-mRNA-1 12 14 17 17 15 7 7 3 16 8 153 183 157
BPAG_0000194301-mRNA-1 1026 732 960 545 659 455 303 321 1398 719 3022 2577 806
BPAG_0000194501-mRNA-1 2572 1884 6385 2844 3893 3700 3001 3484 6949 2665 6508 2440 2352
BPAG_0000194601-mRNA-1 60 262 176 25 7 135 7 208 271 6 8 4 15
BPAG_0000194701-mRNA-1 31 12 5 1 10 3 4 1 14 16 37 27 101
BPAG_0000194801-mRNA-1 376 110 58 53 35 15 45 29 65 61 230 291 430
BPAG_0000194901-mRNA-1 306 263 561 346 495 482 151 298 306 160 1269 367 616
BPAG_0000195001-mRNA-1 19494 8286 19678 14277 68958 47350 28802 23455 1627 490 1033 1147 200
BPAG_0000195101-mRNA-1 69 37 123 101 94 67 98 80 235 128 277 91 88
BPAG_0000195201-mRNA-1 619 321 640 509 819 454 429 338 759 450 861 448 420
BPAG_0000195301-mRNA-1 1048 543 1035 694 827 557 607 534 1434 808 2273 1287 801
BPAG_0000195401-mRNA-1 2829 1531 2968 1749 1967 1465 1406 1399 3350 1635 5886 3119 3216
BPAG_0000195501-mRNA-1 83 42 9 12 12 5 11 5 543 408 44 37 87
BPAG_0000195601-mRNA-1 12118 15057 27479 8273 9166 17113 7935 15830 27936 7190 23851 7706 5541
BPAG_0000195701-mRNA-1 0 0 0 0 2 1 0 0 628 581 7 4 0
BPAG_0000195801-mRNA-1 21 5 4 12 117 8 1 0 20 17 790 570 1
BPAG_0000195901-mRNA-1 457 378 302 148 3270 6946 136 210 369 106 418 215 2
BPAG_0000196001-mRNA-1 0 0 3 0 1 2 33 19 264 238 24 24 0
BPAG_0000196101-mRNA-1 20 4 5 9 6 4 12 2 1707 1331 22 13 21
BPAG_0000196201-mRNA-1 566 305 431 321 360 267 244 235 556 393 1423 766 487
BPAG_0000196301-mRNA-1 0 0 0 0 0 0 0 0 0 0 222 96 2
BPAG_0000196401-mRNA-1 2266 1209 2357 1894 2702 1540 1517 1115 2913 1451 4191 2383 1485
BPAG_0000196501-mRNA-1 174 124 305 252 733 404 549 390 511 264 136 67 33
BPAG_0000196601-mRNA-1 1480 595 1370 1500 1698 732 1496 793 2648 1965 1582 1145 907
BPAG_0000196701-mRNA-1 397 105 393 433 742 299 366 202 499 290 397 256 250
BPAG_0000196801-mRNA-1 853 354 916 867 890 438 694 424 1178 817 1556 1019 898
BPAG_0000196901-mRNA-1 192 108 447 261 274 239 222 234 695 323 615 268 528
BPAG_0000197001-mRNA-1 5159 2715 2642 3098 3175 1309 2595 1700 3723 2509 1922 1041 1242
BPAG_0000197101-mRNA-1 333 140 473 451 489 262 452 276 1589 1069 1129 669 407
BPAG_0000197201-mRNA-1 891 369 1742 1608 1224 564 1147 779 1635 1356 1968 1109 1545
BPAG_0000197301-mRNA-1 12 10 11 13 24 14 30 11 453 389 22 11 30
BPAG_0000197501-mRNA-1 3 0 1 3 9 5 0 10 10 40 4 27 2
BPAG_0000197701-mRNA-1 114 33 259 97 613 86 278 915 2797 3803 582 704 1629
BPAG_0000198501-mRNA-1 278 331 656 144 176 188 161 322 183 68 417 115 51
BPAG_0000198801-mRNA-1 9 2 6 5 4 4 2 2 91 52 31 27 59
BPAG_0000198901-mRNA-1 354 217 531 403 478 275 376 310 607 365 1120 534 535
BPAG_0000199001-mRNA-1 3759 1537 4268 4772 3970 1555 4172 2266 9537 7299 6070 3390 27178
BPAG_0000199101-mRNA-1 239 90 230 266 204 93 226 145 2836 1665 395 233 259
BPAG_0000199201-mRNA-1 801 414 971 864 1093 728 843 737 740 432 579 302 394
BPAG_0000199301-mRNA-1 3962 2111 3099 3051 4538 2003 2570 1655 5734 4207 5064 2783 2652
BPAG_0000199401-mRNA-1 3609 1350 1809 2194 5230 2883 1994 1195 1088 695 3110 2101 695
BPAG_0000199501-mRNA-1 1322 534 1183 1117 1345 674 1152 734 1738 983 1402 808 1030
BPAG_0000199601-mRNA-1 2419 1422 2551 2210 3177 1606 1576 1259 2152 1294 2572 1761 1212
BPAG_0000199701-mRNA-1 1319 764 663 815 2693 986 798 443 616 408 606 519 421
BPAG_0000199801-mRNA-1 296 206 546 278 399 340 342 321 878 406 867 380 261
BPAG_0000199901-mRNA-1 1060 591 777 761 567 346 380 444 144 70 218 126 92
BPAG_0000200001-mRNA-1 8 2 63 72 10391 1584 10683 6295 269 135 130 74 10
BPAG_0000200101-mRNA-1 128 136 387 194 509 282 209 259 987 410 1072 567 418
BPAG_0000200201-mRNA-1 145 105 254 126 267 267 92 130 445 200 389 176 206
BPAG_0000200601-mRNA-1 616 227 231 283 228 93 257 136 345 241 565 433 726
BPAG_0000200701-mRNA-1 8 4 6 9 15 3 44 17 1010 754 106 120 39
BPAG_0000201101-mRNA-1 152 81 398 261 310 168 395 399 416 248 1225 1083 386
BPAG_0000201201-mRNA-1 5 5 10 13 6 13 33 19 1977 1359 171 126 4
BPAG_0000201301-mRNA-1 18 5 8 13 14 4 8 8 4764 4061 24 16 23
BPAG_0000201401-mRNA-1 9498 4446 10333 8618 11002 5011 8700 5609 14151 10120 9564 6499 11434
BPAG_0000201601-mRNA-1 394 174 704 540 1094 494 1079 590 3095 2110 1792 977 498
BPAG_0000201701-mRNA-1 632 284 1544 1087 1393 673 887 570 1480 911 1522 977 940
BPAG_0000201801-mRNA-1 1034 285 780 823 1119 442 723 379 830 571 1440 1093 921
BPAG_0000201901-mRNA-1 2200 1112 487 563 6303 2328 581 392 865 614 1346 1296 367
BPAG_0000202001-mRNA-1 663 628 1270 553 621 642 467 652 1181 385 2634 1012 1061
BPAG_0000202101-mRNA-1 250 116 214 155 165 113 162 109 225 117 454 282 259
BPAG_0000202201-mRNA-1 1049 389 981 956 1559 656 980 551 795 500 1202 737 550
BPAG_0000202301-mRNA-1 827 472 980 767 851 478 623 435 990 639 918 667 755
BPAG_0000202401-mRNA-1 2802 2152 5956 3444 4117 3291 3351 3588 7748 3614 6996 2768 2991
BPAG_0000202501-mRNA-1 1438 1285 2474 965 1162 1552 851 1276 2008 622 3416 1053 1715
BPAG_0000202601-mRNA-1 6 0 12 17 23 11 10 7 254 207 74 44 5
BPAG_0000202801-mRNA-1 990 556 1735 1006 1190 985 925 866 2549 1365 2132 1242 1104
BPAG_0000202901-mRNA-1 17 40 57 13 32 47 30 37 56 16 135 46 31
BPAG_0000203001-mRNA-1 745 529 731 462 593 402 306 373 854 468 1231 601 636
BPAG_0000203101-mRNA-1 2117 1237 2261 1565 2303 1585 1591 1212 2913 1588 1911 881 1996
BPAG_0000203201-mRNA-1 106 28 107 113 216 45 67 43 68 52 771 772 20
BPAG_0000203301-mRNA-1 2 0 1 4 3 1 0 1 2098 1921 13 14 1
BPAG_0000203401-mRNA-1 17 4 18 29 20 10 22 6 12361 10640 87 57 11
BPAG_0000203501-mRNA-1 1683 837 2136 1825 2362 1312 2002 1347 3117 2141 3085 1719 1118
BPAG_0000203601-mRNA-1 2170 1467 2474 1263 1519 2003 1011 1379 2594 1035 4876 1750 2914
BPAG_0000203701-mRNA-1 95 120 184 68 75 157 56 104 172 55 415 86 245
BPAG_0000203801-mRNA-1 844 419 830 809 891 491 672 464 857 515 1084 672 634
BPAG_0000203901-mRNA-1 1757 993 2001 1188 1371 1132 922 910 1684 734 3452 1880 2058
BPAG_0000204001-mRNA-1 139 16 21 39 89 10 24 9 15 8 48 31 47
BPAG_0000204101-mRNA-1 2621 1424 2222 1491 2426 1577 1478 1251 2292 1234 2698 1778 1395
BPAG_0000204201-mRNA-1 42 35 21 32 28 14 27 17 27 25 31 8 10
BPAG_0000204301-mRNA-1 2320 1448 2414 1898 2075 1209 1549 1245 2638 1416 2885 1308 1322
BPAG_0000204401-mRNA-1 30 416 902 24 41 508 33 443 1721 90 1910 165 502
BPAG_0000204501-mRNA-1 1 2 2 3 8 2 3 1 3344 2261 43 25 3
BPAG_0000204601-mRNA-1 0 4 2 0 4 2 4 3 150 85 2400 1128 2
BPAG_0000204801-mRNA-1 9868 4882 4451 3292 6982 4664 2975 2547 224 144 932 670 686
BPAG_0000204901-mRNA-1 199 43 109 126 126 60 89 24 147 117 352 446 318
BPAG_0000205001-mRNA-1 414 988 688 185 365 1060 90 363 1303 354 1628 169 1314
BPAG_0000205101-mRNA-1 3522 3138 3339 1502 1665 1882 1013 1433 4909 1550 4654 1776 2123
BPAG_0000205201-mRNA-1 2570 1218 3450 3035 3526 1931 2528 1835 1441 831 2554 1839 1003
BPAG_0000205401-mRNA-1 2696 3062 3531 2183 4073 2951 2773 2398 2723 1227 963 435 445
BPAG_0000205501-mRNA-1 1333 716 1710 1166 1025 672 896 756 1677 798 2583 1363 1402
BPAG_0000205601-mRNA-1 33 9 44 46 263 19 43 23 92 71 555 534 30
BPAG_0000205801-mRNA-1 1045 714 2544 1159 840 987 765 1077 485 250 616 300 248
BPAG_0000206001-mRNA-1 11 5 33 34 51 26 30 30 59 55 238 239 6
BPAG_0000206101-mRNA-1 2216 1286 1883 2120 2511 1040 1814 1160 2270 1459 1573 748 269
BPAG_0000206201-mRNA-1 155 71 145 104 74 35 193 100 345 161 105 47 39
BPAG_0000206301-mRNA-1 1586 901 1582 1139 1835 1103 1219 997 2307 1474 4453 2411 605
BPAG_0000206401-mRNA-1 732 366 503 271 515 385 190 246 237 138 826 428 281
BPAG_0000206501-mRNA-1 1109 528 1308 1260 1289 703 1076 689 1641 1170 2164 1594 1293
BPAG_0000206601-mRNA-1 844 550 1071 655 632 504 458 428 2204 1073 1654 848 1085
BPAG_0000206701-mRNA-1 2645 1631 3249 2157 2501 1650 2210 1896 6243 3312 4029 1800 2558
BPAG_0000206801-mRNA-1 4 24 108 17 17 18 4 20 66 57 551 166 2
BPAG_0000206901-mRNA-1 15 11 102 24 32 12 11 12 5 2 385 142 7
BPAG_0000207001-mRNA-1 1 0 14 3 22 5 1 0 9 14 129 72 0
BPAG_0000207101-mRNA-1 1958 2183 3408 1259 1452 2230 1091 1770 4761 1353 6061 2066 4187
BPAG_0000207201-mRNA-1 688 463 777 707 897 391 667 356 1174 743 1338 796 307
BPAG_0000207301-mRNA-1 222 147 276 399 297 132 166 84 295 214 551 721 91
BPAG_0000207501-mRNA-1 32 17 21 18 10 1 10 6 576 284 4 4 0
BPAG_0000207601-mRNA-1 193 116 246 204 197 142 176 138 6797 2755 934 534 719
BPAG_0000207701-mRNA-1 134 114 960 606 555 212 603 587 6298 3247 3095 1109 133
BPAG_0000207801-mRNA-1 2125 1312 2425 1450 1580 1158 1261 1102 3932 1995 4436 2301 3622
BPAG_0000207901-mRNA-1 1042 346 731 891 835 331 517 242 741 640 984 740 610
BPAG_0000208001-mRNA-1 955 865 1737 944 1214 1106 721 912 2731 1021 3143 1223 1401
BPAG_0000208101-mRNA-1 64 31 197 263 34 43 1607 874 964 408 479 71 130
BPAG_0000208201-mRNA-1 25 6 4 5 9 4 4 0 2742 2105 11 4 31
BPAG_0000208301-mRNA-1 80 14 38 40 20 10 7 7 185 146 71 33 12
BPAG_0000208401-mRNA-1 5116 2419 3868 3298 4451 2258 2244 1713 5046 3255 4424 2278 1643
BPAG_0000208501-mRNA-1 18 10 23 20 31 17 32 23 1503 1247 168 91 61
BPAG_0000208601-mRNA-1 935 325 1145 1409 1423 567 1295 685 1752 1601 1781 1004 2211
BPAG_0000208701-mRNA-1 869 324 592 614 1060 498 573 326 989 740 1038 682 235
BPAG_0000208801-mRNA-1 671 339 608 483 464 266 377 244 1356 877 2113 1101 821
BPAG_0000208901-mRNA-1 231 92 1055 771 1664 882 514 422 301 175 393 249 93
BPAG_0000209001-mRNA-1 44 22 54 79 124 38 60 16 29 22 119 95 42
BPAG_0000209101-mRNA-1 4852 2922 2189 1604 1038 872 501 568 1078 569 1636 946 1207
BPAG_0000209201-mRNA-1 728 354 1252 1006 1176 1074 713 564 1239 728 2843 1437 617
BPAG_0000209301-mRNA-1 667 694 1009 416 675 1053 437 685 999 312 1414 484 483
BPAG_0000209401-mRNA-1 252 128 263 258 400 198 267 199 661 478 397 185 298
BPAG_0000209501-mRNA-1 1916 830 1394 1469 1427 715 1061 729 3318 2192 3047 1826 1344
BPAG_0000209601-mRNA-1 1870 1306 4058 2396 3103 2250 2030 2269 4941 2398 4699 1876 1770
BPAG_0000209701-mRNA-1 1 1 6 2 4 9 5 3 701 552 16 5 2
BPAG_0000209801-mRNA-1 1396 614 1594 1304 1828 1033 1371 922 2527 1381 3375 1984 1469
BPAG_0000209901-mRNA-1 384 144 104 257 320 121 269 135 240 130 77 27 70
BPAG_0000210001-mRNA-1 1076 418 763 872 882 414 666 375 1300 948 1148 890 1242
BPAG_0000210101-mRNA-1 1834 678 1845 1848 2364 853 1457 862 2427 1910 2419 1771 1399
BPAG_0000210201-mRNA-1 1356 530 816 868 948 535 763 398 863 566 1526 1215 1063
BPAG_0000210301-mRNA-1 134 36 91 115 122 62 78 54 100 92 77 25 29
BPAG_0000210501-mRNA-1 342 89 158 244 208 99 127 94 288 193 243 110 151
BPAG_0000210601-mRNA-1 117 40 89 87 116 60 77 50 194 143 123 60 83
BPAG_0000210701-mRNA-1 1818 815 2086 1893 1963 1101 2269 1316 2670 1576 3014 1891 1806
BPAG_0000210801-mRNA-1 4 1 9 16 169 85 18 8 732 643 102 156 9
BPAG_0000210901-mRNA-1 752 406 4729 3274 67972 37315 3702 2726 572 366 1479 1377 244
BPAG_0000211001-mRNA-1 2538 1064 1905 1888 2065 949 1244 859 1852 1008 3372 2483 1949
BPAG_0000211101-mRNA-1 25 43 112 19 12 53 16 55 84 12 166 35 143
BPAG_0000211401-mRNA-1 25 1 10 22 16 4 10 7 3 2 20 26 32
BPAG_0000211501-mRNA-1 999 1012 2000 984 904 1225 802 1063 2941 1010 3777 1509 2012
BPAG_0000211801-mRNA-1 24 25 801 246 91 67 122 216 101 38 786 303 91
BPAG_0000211901-mRNA-1 92 39 2073 1695 78 33 1035 783 929 553 630 178 15
BPAG_0000212101-mRNA-1 170 99 104 113 164 95 118 76 204 95 149 90 50
BPAG_0000212201-mRNA-1 78 44 31 26 24 11 32 18 29 24 64 25 42
BPAG_0000212301-mRNA-1 889 581 1356 750 1110 947 604 607 2833 1604 2033 1027 1452
BPAG_0000212401-mRNA-1 1024 371 485 502 7745 2412 381 272 238 209 324 267 168
BPAG_0000212501-mRNA-1 872 311 513 425 617 302 282 215 647 458 566 395 981
BPAG_0000212601-mRNA-1 1913 784 1996 1482 2123 1167 1289 940 2517 1523 3730 2206 1763
BPAG_0000212701-mRNA-1 123 34 46 70 70 29 21 11 33 21 37 50 62
BPAG_0000212801-mRNA-1 137 85 219 161 124 70 116 94 300 195 322 202 140
BPAG_0000213101-mRNA-1 129 27 66 54 64 46 28 13 66 48 148 237 265
BPAG_0000213201-mRNA-1 7 31 191 12 18 195 11 111 228 18 647 20 5
BPAG_0000213301-mRNA-1 3172 1717 4679 1895 4082 4582 2009 2480 2159 817 1402 543 654
BPAG_0000213401-mRNA-1 310 133 203 172 239 108 111 105 171 101 444 335 167
BPAG_0000213501-mRNA-1 1258 772 1392 935 1376 836 814 765 2360 1420 1918 1105 843
BPAG_0000213701-mRNA-1 2562 3429 5259 1786 2540 3698 1390 2320 2430 806 4404 1555 3206
BPAG_0000213801-mRNA-1 129 574 821 111 154 573 120 356 339 56 688 132 626
BPAG_0000213901-mRNA-1 16 16 60 14 45 50 22 34 18 9 51 21 45
BPAG_0000214001-mRNA-1 30 14 63 35 54 69 26 15 21 11 29 32 73
BPAG_0000214101-mRNA-1 4024 1540 10711 9539 11723 3167 7712 4704 5664 4120 14952 6918 1313
BPAG_0000214201-mRNA-1 308 347 739 279 291 410 222 372 1043 321 1719 595 957
BPAG_0000214301-mRNA-1 502 310 917 499 1057 951 360 343 576 277 906 498 463
BPAG_0000214401-mRNA-1 648 317 1057 691 1301 475 604 388 1330 994 900 495 372
BPAG_0000214501-mRNA-1 206 123 223 157 192 125 129 134 375 213 2712 1013 285
BPAG_0000214601-mRNA-1 1506 1384 1549 1004 1341 996 854 837 1424 743 3672 1587 1249
BPAG_0000214701-mRNA-1 501 309 500 371 359 303 360 319 907 517 1284 540 597
BPAG_0000214801-mRNA-1 2 4 0 5 8 3 4 1 4 4 322 250 19
BPAG_0000214901-mRNA-1 26 11 42 25 28 9 30 19 19 9 175 113 1
BPAG_0000215001-mRNA-1 74 53 540 329 1707 886 829 676 809 493 504 331 255
BPAG_0000215101-mRNA-1 312 647 1277 208 299 821 150 541 462 107 379 73 295
BPAG_0000215201-mRNA-1 707 210 285 243 216 110 53 48 810 766 411 236 192
BPAG_0000215301-mRNA-1 2001 1690 2575 1272 1688 1528 977 1142 2616 1116 6408 2743 865
BPAG_0000215401-mRNA-1 27 71 92 41 68 65 50 49 231 180 205 50 48
BPAG_0000215501-mRNA-1 46 40 122 37 160 109 100 63 128 67 351 126 78
BPAG_0000215601-mRNA-1 3396 1812 3391 2632 2779 1938 2004 1749 6875 3947 5746 3144 3683
BPAG_0000215701-mRNA-1 1006 657 946 719 663 450 560 617 1430 766 1774 808 678
BPAG_0000215801-mRNA-1 47 31 48 25 13 15 25 30 63 34 85 57 24
BPAG_0000215901-mRNA-1 178 54 180 293 158 82 146 114 242 145 579 391 139
BPAG_0000216001-mRNA-1 1868 844 1476 1439 1911 969 1239 781 3935 2930 2375 1442 1217
BPAG_0000216101-mRNA-1 611 218 433 462 1907 872 545 323 1004 707 498 455 376
BPAG_0000216201-mRNA-1 1159 379 838 981 1589 664 837 467 1351 839 1618 1268 970
BPAG_0000216301-mRNA-1 1304 573 1180 1065 893 611 664 505 2060 1173 2549 1618 1377
BPAG_0000216401-mRNA-1 3041 1438 3379 3717 4847 2592 2799 1715 4818 3037 3165 1752 1536
BPAG_0000216501-mRNA-1 1145 769 906 661 614 548 678 598 2066 993 4486 1895 1102
BPAG_0000216601-mRNA-1 1038 401 968 1120 1266 539 935 565 1223 878 1449 1092 807
BPAG_0000216701-mRNA-1 1012 300 631 707 766 372 493 332 1380 953 1161 764 770
BPAG_0000216801-mRNA-1 736 904 1991 706 837 1162 679 1052 2960 914 3745 1449 2068
BPAG_0000217101-mRNA-1 170 119 533 406 544 477 293 191 1876 1183 66 34 16
BPAG_0000217201-mRNA-1 143 45 622 431 9033 6118 180 157 106 69 310 283 132
BPAG_0000217301-mRNA-1 165 72 92 98 207 87 41 24 133 71 321 179 6
BPAG_0000217401-mRNA-1 638 435 725 297 389 426 328 357 966 447 883 402 587
BPAG_0000217501-mRNA-1 569 3069 4733 409 511 2775 339 2420 2942 249 5224 589 1959
BPAG_0000217601-mRNA-1 2 23 69 1 0 23 0 38 31 1 37 0 13
BPAG_0000217701-mRNA-1 104 47 14 6 529 301 5 2 69 40 62 41 48
BPAG_0000217801-mRNA-1 5368 2732 6605 6075 6947 4282 5359 3948 6331 3360 7267 4659 3402
BPAG_0000217901-mRNA-1 11 6 6 16 100 31 4 4 109 58 0 1 1
BPAG_0000218001-mRNA-1 1 2 4 1 5 5 41 12 1551 1377 28 33 21
BPAG_0000218101-mRNA-1 62 42 138 72 50 43 46 47 1346 936 221 206 278
BPAG_0000218201-mRNA-1 1472 812 1290 1353 1268 701 885 761 1246 865 1291 762 827
BPAG_0000218301-mRNA-1 815 1322 1179 252 279 580 164 557 1356 423 2657 759 1358
BPAG_0000218501-mRNA-1 21 10 36 25 1133 470 14 7 91 74 56 40 20
BPAG_0000218601-mRNA-1 261 83 311 254 296 129 200 119 1633 1495 552 458 307
